Importe,card_type,country,card_operation_type,transaction_type,acquirer,state
59500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
89500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
29500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
52500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
34350,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
96375,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
100960,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
183000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
134500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
27750,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
80000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
175000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
66000,MASTERCARD,EC,DEBIT,REFUND,COSMIC,CHARGEBACK
3000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
26960,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
38500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
71000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
61300,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
33375,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
95550,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
53500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
46500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
138000,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
72500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
72750,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
76500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
41250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
32500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
41000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
56500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
84500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
27000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
3000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
19875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
104500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
267000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
23250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
37550,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
191000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
54462,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
25700,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
100500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
78000,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
51000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
108500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
8000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
97000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
154500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
120500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
150499,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
103000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
42000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
89000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
84000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
99550,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
22875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
112500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
32000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
43250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
104000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
58500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
55000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
75000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
90000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
35000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
163000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
51375,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
101500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
156800,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
3000,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
33500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
78000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
58450,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
49500,AMERICAN,EC,DEBIT,PAY,COSMIC,CANCELLED
66750,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
82500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
94000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
37750,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
93375,AMERICAN,EC,CREDIT,PAY,COSMIC,PARTIAL_REFUNDED
92000,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
88500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
93000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
3500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
47500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
22500,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
337391,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
45500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
26250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
38500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
79000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
87986,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
105000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
165900,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
92625,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
48000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
82000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
52500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
39000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
106500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
114500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
94000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
22875,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
137000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
39750,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
64000,AMERICAN,EC,DEBIT,REFUND,COSMIC,CANCELLED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
49000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
35000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
66500,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
87000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
82500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
69000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
32000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
152500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
38000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
107500,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
163000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
148000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
55000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
74250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
90000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
56625,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
54500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
68500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
51000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
4500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
89850,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
153000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
64500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
140870,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
28500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
143000,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
170500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
102000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
92000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
57375,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
4500,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
47000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
6500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
75500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
99500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
60500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
86000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
46000,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
113500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
59000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
127860,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
78000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
62270,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
88000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
124500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
182000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
135500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
6000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
8000,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
42750,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
77781,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
49875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
32000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
56500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
80500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
29000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
82875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
130000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
73500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
46000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
95625,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
25500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
48000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
140357,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
4500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
4500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
90000,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
172500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
209000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
47000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
185000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
167500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
60375,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
77500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
100,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
277000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
65713,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
262000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
37750,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
34125,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
55431,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
47000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
64575,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
224400,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
244000,AMERICAN,EC,DEBIT,PAY,COSMIC,CANCELLED
102465,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
125500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
40500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
78500,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
4000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
29000,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
37500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
54000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
108000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
45875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
148000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
62500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
51298,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
56500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
84375,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
2500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
39000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
120625,MASTERCARD,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
95625,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
90000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
52000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
39000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
22125,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
33500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
38250,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
59625,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
145000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
56000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
49500,AMERICAN,EC,CREDIT,PAY,COSMIC,CANCELLED
76500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
35250,MASTERCARD,EC,PREPAID,PAY,COSMIC,CANCELLED
4500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
75000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
61500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
45500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
202000,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
1500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
61500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
57000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
59500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
102187,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
60000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
48600,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
88000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
72000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
107550,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
46000,AMERICAN,EC,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
276500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
131550,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
96375,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
74611,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
65500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
50906,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
53775,AMERICAN,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
38000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
102650,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
2000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
76500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
58500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
169500,MASTERCARD,EC,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
79000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
74000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
28500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
47000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
116000,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
23500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
132500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
53625,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
58125,MASTERCARD,EC,PREPAID,PAY,COSMIC,ACCEPTED
45500,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
32000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
60400,AMERICAN,EC,DEBIT,REFUND,COSMIC,CANCELLED
74000,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
35000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
61500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
57000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
295375,MASTERCARD,EC,CREDIT,PAY,COSMIC,ACCEPTED
30500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
59625,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
59625,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
36750,MASTERCARD,EC,DEBIT,REFUND,COSMIC,CANCELLED
107250,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
54500,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
73333,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
46000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
41500,MASTERCARD,EC,DEBIT,PAY,COSMIC,ACCEPTED
171600,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
75400,AMERICAN,EC,DEBIT,PAY,COSMIC,ACCEPTED
82875,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,COSMIC,ACCEPTED
57500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
2000,MASTERCARD,PA,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
51000,AMERICAN,PA,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
102000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
166500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
49500,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
83500,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
177500,MASTERCARD,PA,DEBIT,PAY,COSMIC,ACCEPTED
30500,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
30500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
229000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
46000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
11250,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
6187,MASTERCARD,PA,DEBIT,PAY,COSMIC,ACCEPTED
25125,MASTERCARD,PA,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
163500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
39500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
121000,AMERICAN,PA,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
184000,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
26500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
125500,AMERICAN,PA,CREDIT,PAY,COSMIC,CANCELLED
46000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
186000,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
86000,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
61500,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
67500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
7500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
70000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
51000,AMERICAN,PA,DEBIT,PAY,COSMIC,ACCEPTED
118500,MASTERCARD,PA,CREDIT,PAY,COSMIC,ACCEPTED
8000,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
31350,AMERICAN,PA,CREDIT,PAY,COSMIC,ACCEPTED
3000,MASTERCARD,BR,CREDIT,PAY,COSMIC,ACCEPTED
71500,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
118000,AMERICAN,BR,DEBIT,PAY,COSMIC,ACCEPTED
27000,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
1500,AMERICAN,BR,DEBIT,PAY,COSMIC,ACCEPTED
217875,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
111500,MASTERCARD,BR,CREDIT,PAY,COSMIC,ACCEPTED
5000,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
88875,AMERICAN,BR,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
41900,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
172500,AMERICAN,BR,DEBIT,PAY,COSMIC,ACCEPTED
99500,MASTERCARD,BR,DEBIT,REFUND,COSMIC,PARTIAL_REFUNDED
40500,AMERICAN,BR,DEBIT,PAY,COSMIC,ACCEPTED
7500,MASTERCARD,BR,DEBIT,PAY,COSMIC,ACCEPTED
47000,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
8000,MASTERCARD,BR,CREDIT,PAY,COSMIC,ACCEPTED
129000,AMERICAN,BR,DEBIT,PAY,COSMIC,PARTIAL_REFUNDED
69000,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
83000,AMERICAN,BR,CREDIT,PAY,COSMIC,ACCEPTED
